Averages : 100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.96875,99.9375,99.8229166667,99.59375,99.3333333333,98.7604166667,97.7291666667,95.9479166667,93.6666666667,91.3645833333,86.96875,84.2291666667,80.0833333333,
Errors : 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477351634891,0.0833333333333,0.154854882785,0.257061722484,0.247382126813,0.303516714257,0.490358428997,1.04525423874,0.9464847243,0.810159556473,1.44521630686,1.48063307594,1.27219872006,
