Averages : 43.4166666667,47.7916666667,51.71875,55.4166666667,57.78125,62.5104166667,65.8645833333,75.7604166667,87.5104166667,92.5416666667,
Errors : 1.1361331837,0.887314143294,1.80977405166,1.59071743074,1.695742473,2.4261890341,1.7084921166,2.48391090179,3.18806163353,1.48209803432,
