Averages : 37.3,40.8222222222,41.3222222222,41.4777777778,40.1222222222,36.2777777778,31.3444444444,26.1666666667,23.5111111111,23.0666666667,
Errors : 0.944182970341,0.845029037415,1.31885659419,0.769880542281,2.08430347782,1.87725173434,2.73091582341,2.26691175146,1.3176859627,1.60107988249,
